,ID,Tuổi,Giới tính,Ngành nghề,Tình trạng hôn nhân
4969,4970,21,Nam,Sinh viên,Độc thân
4970,4971,18,Nam,Công việc tự do,Độc thân
4971,4972,30,Nữ,Kinh doanh,Độc thân
4972,4973,21,Nam,Sinh viên,Độc thân
4973,4974,23,Nữ,Kinh doanh,Độc thân
4974,4975,24,Nữ,Sinh viên,Độc thân
4975,4976,24,Nữ,Công nhân,Độc thân
4976,4977,24,Nữ,Thất nghiệp,Độc thân
4977,4978,20,Nam,Công việc tự do,Độc thân
4978,4979,23,Nữ,Sinh viên,Độc thân
4979,4980,30,Nữ,Nhân viên văn phòng,Độc thân
4980,4981,25,Nam,Sinh viên,Độc thân
4981,4982,21,Nam,Công nhân,Khác
4982,4983,30,Nam,Nhân viên văn phòng,Đã kết hôn
4983,4984,25,Nữ,Nhân viên văn phòng,Độc thân
4984,4985,19,Nam,Sinh viên,Đã kết hôn
4985,4986,27,Nữ,Công nhân,Độc thân
4986,4987,26,Nữ,Nhân viên văn phòng,Độc thân
4987,4988,26,Nam,Thất nghiệp,Độc thân
4988,4989,25,Nam,Công việc tự do,Độc thân
4989,4990,27,Nam,Công chức,Độc thân
4990,4991,30,Nam,Công việc tự do,Độc thân
4991,4992,27,Nam,Kinh doanh,Đã kết hôn
4992,4993,18,Nam,Kinh doanh,Độc thân
4993,4994,19,Nữ,Công nhân,Độc thân
4994,4995,23,Nữ,Nhân viên văn phòng,Độc thân
4995,4996,27,Nam,Công việc tự do,Độc thân
4996,4997,22,Nữ,Công việc tự do,Khác
4997,4998,29,Nữ,Công chức,Đã kết hôn
4998,4999,26,Nữ,Công nhân,Khác
4999,5000,22,Nữ,Thất nghiệp,Độc thân
5000,5001,19,Nữ,Nhân viên văn phòng,Độc thân
5001,5002,27,Nữ,Công nhân,Độc thân
5002,5003,21,Nam,Sinh viên,Độc thân
5003,5004,26,Nam,Công việc tự do,Độc thân
5004,5005,18,Nam,Công nhân,Đã kết hôn
5005,5006,28,Nữ,Công nhân,Độc thân
5006,5007,18,Nam,Công chức,Độc thân
5007,5008,29,Nam,Thất nghiệp,Đã kết hôn
5008,5009,24,Nam,Sinh viên,Đã kết hôn
5009,5010,28,Nữ,Kinh doanh,Độc thân
5010,5011,20,Nam,Công việc tự do,Độc thân
5011,5012,27,Nữ,Công chức,Độc thân
5012,5013,19,Nam,Thất nghiệp,Độc thân
5013,5014,26,Nam,Thất nghiệp,Độc thân
5014,5015,20,Nam,Công nhân,Độc thân
5015,5016,19,Nữ,Công việc tự do,Độc thân
5016,5017,29,Nữ,Kinh doanh,Độc thân
5017,5018,25,Nữ,Thất nghiệp,Đã kết hôn
5018,5019,27,Nữ,Công nhân,Đã kết hôn
5019,5020,23,Nữ,Thất nghiệp,Độc thân
5020,5021,23,Nam,Sinh viên,Đã kết hôn
5021,5022,27,Nam,Thất nghiệp,Độc thân
5022,5023,28,Nữ,Công việc tự do,Độc thân
5023,5024,24,Nữ,Thất nghiệp,Độc thân
5024,5025,24,Nam,Thất nghiệp,Độc thân
5025,5026,28,Nữ,Công chức,Độc thân
5026,5027,30,Nam,Sinh viên,Đã kết hôn
5027,5028,23,Nữ,Kinh doanh,Độc thân
5028,5029,21,Nam,Kinh doanh,Khác
5029,5030,28,Nữ,Công việc tự do,Độc thân
5030,5031,26,Nữ,Kinh doanh,Độc thân
5031,5032,23,Nam,Nhân viên văn phòng,Độc thân
5032,5033,21,Nam,Công chức,Độc thân
5033,5034,29,Nữ,Công việc tự do,Độc thân
5034,5035,20,Nữ,Thất nghiệp,Độc thân
5035,5036,21,Nam,Nhân viên văn phòng,Độc thân
5036,5037,20,Nữ,Kinh doanh,Độc thân
5037,5038,19,Nam,Thất nghiệp,Độc thân
5038,5039,22,Nam,Công việc tự do,Độc thân
5039,5040,19,Nữ,Nhân viên văn phòng,Độc thân
5040,5041,23,Nam,Kinh doanh,Đã kết hôn
5041,5042,20,Nam,Công nhân,Khác
5042,5043,23,Nữ,Công nhân,Độc thân
5043,5044,28,Nam,Sinh viên,Độc thân
5044,5045,27,Nam,Công nhân,Độc thân
5045,5046,26,Nam,Nhân viên văn phòng,Đã kết hôn
5046,5047,18,Nam,Công chức,Độc thân
5047,5048,23,Nữ,Công nhân,Độc thân
5048,5049,26,Nam,Công việc tự do,Độc thân
5049,5050,28,Nữ,Công việc tự do,Độc thân
5050,5051,21,Nam,Công việc tự do,Đã kết hôn
5051,5052,28,Nữ,Công nhân,Đã kết hôn
5052,5053,29,Nam,Thất nghiệp,Độc thân
5053,5054,19,Nữ,Công nhân,Khác
5054,5055,30,Nam,Sinh viên,Độc thân
5055,5056,21,Nam,Công chức,Khác
5056,5057,18,Nam,Thất nghiệp,Đã kết hôn
5057,5058,20,Nam,Công chức,Độc thân
5058,5059,27,Nữ,Thất nghiệp,Đã kết hôn
5059,5060,26,Nữ,Thất nghiệp,Độc thân
5060,5061,27,Nam,Kinh doanh,Độc thân
5061,5062,22,Nữ,Sinh viên,Độc thân
5062,5063,28,Nam,Nhân viên văn phòng,Độc thân
5063,5064,23,Nam,Công việc tự do,Độc thân
5064,5065,20,Nữ,Công nhân,Độc thân
5065,5066,22,Nữ,Kinh doanh,Đã kết hôn
5066,5067,28,Nữ,Kinh doanh,Độc thân
5067,5068,25,Nam,Thất nghiệp,Độc thân
5068,5069,23,Nam,Công nhân,Độc thân
5069,5070,21,Nữ,Sinh viên,Độc thân
5070,5071,19,Nam,Kinh doanh,Độc thân
5071,5072,26,Nữ,Công chức,Độc thân
5072,5073,30,Nữ,Sinh viên,Đã kết hôn
5073,5074,29,Nữ,Công nhân,Độc thân
5074,5075,18,Nữ,Thất nghiệp,Độc thân
5075,5076,18,Nữ,Sinh viên,Đã kết hôn
5076,5077,30,Nữ,Thất nghiệp,Độc thân
5077,5078,21,Nam,Công chức,Độc thân
5078,5079,24,Nam,Công việc tự do,Độc thân
5079,5080,18,Nữ,Thất nghiệp,Đã kết hôn
5080,5081,26,Nữ,Thất nghiệp,Đã kết hôn
5081,5082,21,Nữ,Công nhân,Đã kết hôn
5082,5083,20,Nam,Công chức,Độc thân
5083,5084,18,Nữ,Công nhân,Độc thân
5084,5085,27,Nữ,Công chức,Đã kết hôn
5085,5086,21,Nữ,Công chức,Độc thân
5086,5087,26,Nam,Kinh doanh,Độc thân
5087,5088,30,Nữ,Kinh doanh,Đã kết hôn
5088,5089,27,Nam,Kinh doanh,Độc thân
5089,5090,23,Nam,Công việc tự do,Độc thân
5090,5091,23,Nữ,Công việc tự do,Đã kết hôn
5091,5092,18,Nam,Công chức,Độc thân
5092,5093,27,Nam,Nhân viên văn phòng,Độc thân
5093,5094,19,Nam,Công nhân,Đã kết hôn
5094,5095,28,Nữ,Kinh doanh,Đã kết hôn
5095,5096,23,Nam,Công nhân,Độc thân
5096,5097,19,Nữ,Thất nghiệp,Độc thân
5097,5098,20,Nữ,Công chức,Đã kết hôn
5098,5099,21,Nữ,Sinh viên,Độc thân
5099,5100,28,Nam,Công chức,Độc thân
5100,5101,22,Nữ,Công việc tự do,Độc thân
5101,5102,26,Nam,Nhân viên văn phòng,Đã kết hôn
5102,5103,29,Nam,Sinh viên,Đã kết hôn
5103,5104,21,Nam,Công nhân,Độc thân
5104,5105,30,Nam,Công việc tự do,Đã kết hôn
5105,5106,28,Nữ,Kinh doanh,Đã kết hôn
5106,5107,26,Nữ,Sinh viên,Độc thân
5107,5108,28,Nam,Công việc tự do,Độc thân
5108,5109,27,Nữ,Công nhân,Độc thân
5109,5110,20,Nữ,Công chức,Đã kết hôn
5110,5111,25,Nữ,Công nhân,Độc thân
5111,5112,29,Nam,Sinh viên,Độc thân
5112,5113,18,Nữ,Sinh viên,Độc thân
5113,5114,28,Nam,Công chức,Độc thân
5114,5115,26,Nữ,Sinh viên,Đã kết hôn
5115,5116,26,Nam,Nhân viên văn phòng,Độc thân
5116,5117,27,Nam,Kinh doanh,Đã kết hôn
5117,5118,19,Nam,Công việc tự do,Độc thân
5118,5119,21,Nữ,Công chức,Độc thân
5119,5120,30,Nam,Công nhân,Đã kết hôn
5120,5121,25,Nữ,Công nhân,Độc thân
5121,5122,24,Nam,Kinh doanh,Độc thân
5122,5123,18,Nữ,Sinh viên,Khác
5123,5124,22,Nam,Sinh viên,Độc thân
5124,5125,24,Nữ,Công nhân,Độc thân
5125,5126,21,Nam,Kinh doanh,Độc thân
5126,5127,18,Nam,Công nhân,Độc thân
5127,5128,26,Nam,Sinh viên,Đã kết hôn
5128,5129,22,Nữ,Công chức,Khác
5129,5130,28,Nam,Công việc tự do,Độc thân
5130,5131,19,Nam,Sinh viên,Đã kết hôn
5131,5132,25,Nam,Công chức,Đã kết hôn
5132,5133,28,Nam,Công việc tự do,Độc thân
5133,5134,30,Nữ,Thất nghiệp,Độc thân
5134,5135,19,Nam,Nhân viên văn phòng,Độc thân
5135,5136,20,Nam,Kinh doanh,Khác
5136,5137,27,Nữ,Công chức,Khác
5137,5138,18,Nữ,Nhân viên văn phòng,Độc thân
5138,5139,28,Nữ,Sinh viên,Đã kết hôn
5139,5140,19,Nam,Thất nghiệp,Độc thân
5140,5141,24,Nữ,Kinh doanh,Độc thân
5141,5142,27,Nữ,Công chức,Khác
5142,5143,19,Nữ,Thất nghiệp,Độc thân
5143,5144,23,Nam,Sinh viên,Độc thân
5144,5145,20,Nam,Kinh doanh,Độc thân
5145,5146,21,Nam,Kinh doanh,Độc thân
5146,5147,28,Nữ,Sinh viên,Độc thân
5147,5148,30,Nam,Sinh viên,Độc thân
5148,5149,25,Nữ,Thất nghiệp,Đã kết hôn
5149,5150,20,Nữ,Thất nghiệp,Đã kết hôn
5150,5151,27,Nữ,Công chức,Độc thân
5151,5152,23,Nam,Kinh doanh,Độc thân
5152,5153,18,Nữ,Công chức,Đã kết hôn
5153,5154,24,Nữ,Thất nghiệp,Độc thân
5154,5155,25,Nam,Kinh doanh,Độc thân
5155,5156,28,Nữ,Công chức,Độc thân
5156,5157,25,Nữ,Sinh viên,Độc thân
5157,5158,20,Nữ,Sinh viên,Độc thân
5158,5159,27,Nam,Công nhân,Độc thân
5159,5160,18,Nữ,Thất nghiệp,Độc thân
5160,5161,26,Nam,Công chức,Đã kết hôn
5161,5162,30,Nam,Công nhân,Đã kết hôn
5162,5163,23,Nữ,Công nhân,Độc thân
5163,5164,28,Nữ,Nhân viên văn phòng,Đã kết hôn
5164,5165,26,Nữ,Kinh doanh,Độc thân
5165,5166,24,Nữ,Công việc tự do,Độc thân
5166,5167,18,Nam,Nhân viên văn phòng,Đã kết hôn
5167,5168,29,Nam,Thất nghiệp,Độc thân
5168,5169,29,Nữ,Kinh doanh,Độc thân
5169,5170,18,Nam,Công việc tự do,Độc thân
5170,5171,23,Nữ,Công nhân,Đã kết hôn
5171,5172,22,Nữ,Công việc tự do,Độc thân
5172,5173,26,Nữ,Sinh viên,Đã kết hôn
5173,5174,19,Nữ,Thất nghiệp,Khác
5174,5175,25,Nam,Sinh viên,Đã kết hôn
5175,5176,28,Nam,Công chức,Độc thân
5176,5177,22,Nữ,Kinh doanh,Độc thân
5177,5178,19,Nữ,Nhân viên văn phòng,Độc thân
5178,5179,30,Nam,Thất nghiệp,Độc thân
5179,5180,27,Nam,Công nhân,Đã kết hôn
5180,5181,28,Nam,Thất nghiệp,Độc thân
5181,5182,28,Nữ,Kinh doanh,Khác
5182,5183,29,Nam,Công nhân,Độc thân
5183,5184,23,Nữ,Sinh viên,Đã kết hôn
5184,5185,27,Nữ,Thất nghiệp,Độc thân
5185,5186,25,Nam,Nhân viên văn phòng,Độc thân
5186,5187,21,Nữ,Nhân viên văn phòng,Đã kết hôn
5187,5188,19,Nam,Sinh viên,Độc thân
5188,5189,29,Nữ,Công việc tự do,Độc thân
5189,5190,28,Nữ,Nhân viên văn phòng,Độc thân
5190,5191,22,Nữ,Công việc tự do,Độc thân
5191,5192,29,Nữ,Công nhân,Đã kết hôn
5192,5193,19,Nữ,Nhân viên văn phòng,Khác
5193,5194,19,Nữ,Công chức,Độc thân
5194,5195,23,Nam,Sinh viên,Độc thân
5195,5196,28,Nam,Thất nghiệp,Độc thân
5196,5197,27,Nữ,Công việc tự do,Khác
5197,5198,26,Nam,Công chức,Đã kết hôn
5198,5199,30,Nữ,Công nhân,Đã kết hôn
5199,5200,21,Nam,Công nhân,Độc thân
5200,5201,23,Nam,Nhân viên văn phòng,Độc thân
5201,5202,24,Nữ,Nhân viên văn phòng,Độc thân
5202,5203,30,Nam,Công chức,Độc thân
5203,5204,28,Nữ,Kinh doanh,Đã kết hôn
5204,5205,23,Nam,Kinh doanh,Độc thân
5205,5206,25,Nữ,Nhân viên văn phòng,Đã kết hôn
5206,5207,21,Nam,Kinh doanh,Độc thân
5207,5208,29,Nữ,Sinh viên,Đã kết hôn
5208,5209,18,Nam,Công chức,Độc thân
5209,5210,24,Nữ,Sinh viên,Độc thân
5210,5211,20,Nam,Kinh doanh,Độc thân
5211,5212,23,Nữ,Nhân viên văn phòng,Đã kết hôn
5212,5213,19,Nam,Sinh viên,Độc thân
5213,5214,26,Nữ,Công nhân,Đã kết hôn
5214,5215,18,Nam,Thất nghiệp,Độc thân
5215,5216,23,Nữ,Nhân viên văn phòng,Độc thân
5216,5217,23,Nữ,Công chức,Đã kết hôn
5217,5218,22,Nữ,Công việc tự do,Độc thân
5218,5219,30,Nữ,Công việc tự do,Độc thân
5219,5220,22,Nam,Nhân viên văn phòng,Độc thân
5220,5221,18,Nam,Kinh doanh,Đã kết hôn
5221,5222,27,Nam,Sinh viên,Độc thân
5222,5223,29,Nữ,Sinh viên,Độc thân
5223,5224,22,Nữ,Nhân viên văn phòng,Độc thân
5224,5225,19,Nữ,Công nhân,Độc thân
5225,5226,24,Nữ,Công chức,Độc thân
5226,5227,20,Nữ,Kinh doanh,Độc thân
5227,5228,30,Nam,Công nhân,Đã kết hôn
5228,5229,21,Nam,Nhân viên văn phòng,Độc thân
5229,5230,20,Nam,Nhân viên văn phòng,Đã kết hôn
5230,5231,20,Nữ,Công nhân,Đã kết hôn
5231,5232,21,Nữ,Công việc tự do,Đã kết hôn
5232,5233,22,Nữ,Nhân viên văn phòng,Độc thân
5233,5234,18,Nữ,Công chức,Độc thân
5234,5235,21,Nữ,Thất nghiệp,Đã kết hôn
5235,5236,29,Nữ,Kinh doanh,Độc thân
5236,5237,29,Nữ,Công nhân,Độc thân
5237,5238,28,Nam,Công việc tự do,Đã kết hôn
5238,5239,25,Nam,Công nhân,Độc thân
5239,5240,27,Nữ,Công việc tự do,Độc thân
5240,5241,24,Nữ,Công việc tự do,Độc thân
5241,5242,26,Nữ,Công chức,Đã kết hôn
5242,5243,22,Nam,Kinh doanh,Độc thân
5243,5244,30,Nam,Nhân viên văn phòng,Đã kết hôn
5244,5245,27,Nữ,Công việc tự do,Độc thân
5245,5246,21,Nam,Nhân viên văn phòng,Độc thân
5246,5247,25,Nam,Kinh doanh,Độc thân
5247,5248,26,Nam,Nhân viên văn phòng,Độc thân
5248,5249,30,Nữ,Công chức,Độc thân
5249,5250,24,Nam,Công chức,Độc thân
5250,5251,24,Nam,Sinh viên,Đã kết hôn
5251,5252,22,Nữ,Công chức,Độc thân
5252,5253,21,Nữ,Công việc tự do,Độc thân
5253,5254,27,Nam,Kinh doanh,Độc thân
5254,5255,18,Nữ,Công chức,Đã kết hôn
5255,5256,27,Nam,Công nhân,Độc thân
5256,5257,27,Nam,Kinh doanh,Độc thân
5257,5258,24,Nữ,Công việc tự do,Đã kết hôn
5258,5259,18,Nữ,Kinh doanh,Độc thân
5259,5260,18,Nam,Công chức,Độc thân
5260,5261,22,Nữ,Công nhân,Độc thân
5261,5262,30,Nữ,Sinh viên,Đã kết hôn
5262,5263,26,Nam,Công việc tự do,Độc thân
5263,5264,23,Nam,Thất nghiệp,Độc thân
5264,5265,20,Nam,Công việc tự do,Đã kết hôn
5265,5266,30,Nam,Kinh doanh,Độc thân
5266,5267,20,Nam,Thất nghiệp,Đã kết hôn
5267,5268,24,Nam,Thất nghiệp,Độc thân
5268,5269,23,Nữ,Nhân viên văn phòng,Độc thân
5269,5270,26,Nữ,Thất nghiệp,Độc thân
5270,5271,23,Nam,Nhân viên văn phòng,Độc thân
5271,5272,22,Nữ,Thất nghiệp,Độc thân
5272,5273,27,Nữ,Công nhân,Độc thân
5273,5274,24,Nam,Sinh viên,Độc thân
5274,5275,18,Nữ,Sinh viên,Đã kết hôn
5275,5276,29,Nữ,Thất nghiệp,Độc thân
5276,5277,24,Nam,Kinh doanh,Đã kết hôn
5277,5278,20,Nữ,Kinh doanh,Đã kết hôn
5278,5279,26,Nữ,Nhân viên văn phòng,Khác
5279,5280,23,Nam,Công chức,Đã kết hôn
5280,5281,26,Nữ,Sinh viên,Độc thân
5281,5282,30,Nữ,Công chức,Khác
5282,5283,22,Nữ,Sinh viên,Đã kết hôn
5283,5284,24,Nam,Công chức,Đã kết hôn
5284,5285,30,Nam,Công chức,Độc thân
5285,5286,21,Nữ,Sinh viên,Khác
5286,5287,24,Nữ,Công nhân,Đã kết hôn
5287,5288,30,Nam,Công nhân,Đã kết hôn
5288,5289,18,Nam,Kinh doanh,Độc thân
5289,5290,24,Nữ,Công chức,Độc thân
5290,5291,25,Nam,Công chức,Khác
5291,5292,22,Nữ,Công chức,Độc thân
5292,5293,19,Nữ,Công chức,Độc thân
5293,5294,22,Nam,Công chức,Đã kết hôn
5294,5295,23,Nam,Nhân viên văn phòng,Độc thân
5295,5296,29,Nữ,Công việc tự do,Độc thân
5296,5297,19,Nữ,Công chức,Độc thân
5297,5298,23,Nam,Nhân viên văn phòng,Độc thân
5298,5299,23,Nữ,Công nhân,Độc thân
5299,5300,18,Nam,Công chức,Độc thân
5300,5301,18,Nam,Công nhân,Độc thân
5301,5302,28,Nam,Kinh doanh,Độc thân
5302,5303,27,Nam,Công việc tự do,Đã kết hôn
5303,5304,20,Nam,Sinh viên,Độc thân
5304,5305,27,Nữ,Công việc tự do,Độc thân
5305,5306,27,Nam,Công chức,Độc thân
5306,5307,29,Nam,Công chức,Đã kết hôn
5307,5308,20,Nam,Công việc tự do,Khác
5308,5309,21,Nam,Công việc tự do,Độc thân
5309,5310,19,Nam,Kinh doanh,Độc thân
5310,5311,26,Nam,Thất nghiệp,Độc thân
5311,5312,27,Nam,Công nhân,Đã kết hôn
5312,5313,29,Nữ,Sinh viên,Độc thân
5313,5314,28,Nữ,Thất nghiệp,Độc thân
5314,5315,24,Nữ,Công việc tự do,Đã kết hôn
5315,5316,24,Nữ,Sinh viên,Khác
5316,5317,23,Nam,Công việc tự do,Độc thân
5317,5318,20,Nữ,Công nhân,Khác
5318,5319,23,Nam,Sinh viên,Độc thân
5319,5320,29,Nữ,Thất nghiệp,Đã kết hôn
5320,5321,25,Nữ,Nhân viên văn phòng,Độc thân
5321,5322,25,Nam,Công nhân,Độc thân
5322,5323,28,Nam,Thất nghiệp,Độc thân
5323,5324,30,Nữ,Sinh viên,Độc thân
5324,5325,26,Nữ,Công việc tự do,Độc thân
5325,5326,18,Nữ,Thất nghiệp,Độc thân
5326,5327,18,Nữ,Công việc tự do,Độc thân
5327,5328,20,Nam,Công nhân,Độc thân
5328,5329,20,Nữ,Công nhân,Đã kết hôn
5329,5330,27,Nữ,Thất nghiệp,Độc thân
5330,5331,25,Nữ,Công việc tự do,Độc thân
5331,5332,27,Nữ,Sinh viên,Độc thân
5332,5333,18,Nữ,Thất nghiệp,Độc thân
5333,5334,30,Nam,Nhân viên văn phòng,Độc thân
5334,5335,19,Nam,Kinh doanh,Độc thân
5335,5336,19,Nam,Công nhân,Độc thân
5336,5337,20,Nam,Công việc tự do,Độc thân
5337,5338,30,Nam,Sinh viên,Đã kết hôn
5338,5339,23,Nữ,Công nhân,Độc thân
5339,5340,18,Nam,Sinh viên,Độc thân
5340,5341,19,Nam,Công nhân,Độc thân
5341,5342,30,Nữ,Công việc tự do,Đã kết hôn
5342,5343,30,Nam,Sinh viên,Độc thân
5343,5344,18,Nam,Công việc tự do,Đã kết hôn
5344,5345,22,Nam,Sinh viên,Độc thân
5345,5346,30,Nam,Công nhân,Độc thân
5346,5347,30,Nữ,Kinh doanh,Đã kết hôn
5347,5348,24,Nữ,Kinh doanh,Đã kết hôn
5348,5349,25,Nam,Thất nghiệp,Độc thân
5349,5350,27,Nữ,Nhân viên văn phòng,Độc thân
5350,5351,18,Nam,Nhân viên văn phòng,Độc thân
5351,5352,24,Nữ,Thất nghiệp,Đã kết hôn
5352,5353,30,Nữ,Thất nghiệp,Độc thân
5353,5354,22,Nữ,Công chức,Độc thân
5354,5355,27,Nữ,Công việc tự do,Độc thân
5355,5356,18,Nữ,Sinh viên,Độc thân
5356,5357,20,Nữ,Nhân viên văn phòng,Độc thân
5357,5358,24,Nữ,Công nhân,Độc thân
5358,5359,27,Nữ,Thất nghiệp,Độc thân
5359,5360,18,Nữ,Kinh doanh,Độc thân
5360,5361,24,Nữ,Sinh viên,Độc thân
5361,5362,22,Nữ,Công chức,Độc thân
5362,5363,18,Nam,Kinh doanh,Độc thân
5363,5364,18,Nữ,Thất nghiệp,Độc thân
5364,5365,18,Nam,Sinh viên,Độc thân
5365,5366,28,Nữ,Thất nghiệp,Độc thân
5366,5367,26,Nam,Nhân viên văn phòng,Đã kết hôn
5367,5368,28,Nam,Nhân viên văn phòng,Độc thân
5368,5369,30,Nam,Công việc tự do,Độc thân
5369,5370,20,Nữ,Công chức,Độc thân
5370,5371,30,Nữ,Sinh viên,Độc thân
5371,5372,22,Nữ,Công chức,Độc thân
5372,5373,28,Nữ,Công nhân,Độc thân
5373,5374,27,Nam,Công chức,Độc thân
5374,5375,29,Nữ,Thất nghiệp,Độc thân
5375,5376,26,Nữ,Thất nghiệp,Độc thân
5376,5377,23,Nữ,Nhân viên văn phòng,Đã kết hôn
5377,5378,29,Nữ,Công việc tự do,Đã kết hôn
5378,5379,26,Nữ,Thất nghiệp,Đã kết hôn
5379,5380,25,Nữ,Nhân viên văn phòng,Độc thân
5380,5381,25,Nữ,Kinh doanh,Đã kết hôn
5381,5382,18,Nữ,Nhân viên văn phòng,Đã kết hôn
5382,5383,30,Nam,Sinh viên,Đã kết hôn
5383,5384,26,Nam,Công việc tự do,Độc thân
5384,5385,23,Nữ,Thất nghiệp,Đã kết hôn
5385,5386,26,Nữ,Sinh viên,Độc thân
5386,5387,20,Nữ,Công nhân,Độc thân
5387,5388,29,Nữ,Công nhân,Độc thân
5388,5389,20,Nam,Nhân viên văn phòng,Đã kết hôn
5389,5390,23,Nam,Công việc tự do,Đã kết hôn
5390,5391,26,Nữ,Công chức,Độc thân
5391,5392,24,Nam,Công việc tự do,Độc thân
5392,5393,30,Nam,Công việc tự do,Độc thân
5393,5394,20,Nữ,Công việc tự do,Độc thân
5394,5395,20,Nữ,Nhân viên văn phòng,Độc thân
5395,5396,19,Nữ,Sinh viên,Độc thân
5396,5397,26,Nam,Nhân viên văn phòng,Đã kết hôn
5397,5398,30,Nam,Công chức,Độc thân
5398,5399,20,Nữ,Sinh viên,Độc thân
5399,5400,28,Nữ,Công chức,Đã kết hôn
5400,5401,22,Nam,Kinh doanh,Đã kết hôn
5401,5402,26,Nam,Kinh doanh,Đã kết hôn
5402,5403,25,Nữ,Thất nghiệp,Độc thân
5403,5404,19,Nam,Thất nghiệp,Đã kết hôn
5404,5405,20,Nữ,Sinh viên,Độc thân
5405,5406,19,Nữ,Nhân viên văn phòng,Đã kết hôn
5406,5407,25,Nam,Công chức,Đã kết hôn
5407,5408,23,Nam,Công chức,Đã kết hôn
5408,5409,23,Nam,Thất nghiệp,Độc thân
5409,5410,29,Nữ,Thất nghiệp,Độc thân
5410,5411,26,Nữ,Công nhân,Đã kết hôn
5411,5412,25,Nữ,Công chức,Đã kết hôn
5412,5413,21,Nữ,Nhân viên văn phòng,Độc thân
5413,5414,29,Nữ,Công nhân,Đã kết hôn
5414,5415,21,Nữ,Nhân viên văn phòng,Độc thân
5415,5416,26,Nam,Công việc tự do,Độc thân
5416,5417,18,Nữ,Công chức,Độc thân
5417,5418,30,Nữ,Công việc tự do,Độc thân
5418,5419,19,Nữ,Kinh doanh,Độc thân
5419,5420,19,Nữ,Kinh doanh,Đã kết hôn
5420,5421,30,Nam,Sinh viên,Độc thân
5421,5422,30,Nữ,Công chức,Độc thân
5422,5423,23,Nam,Thất nghiệp,Đã kết hôn
5423,5424,21,Nam,Công nhân,Đã kết hôn
5424,5425,30,Nữ,Công việc tự do,Độc thân
5425,5426,28,Nữ,Nhân viên văn phòng,Độc thân
5426,5427,27,Nam,Công chức,Độc thân
5427,5428,30,Nam,Sinh viên,Đã kết hôn
5428,5429,20,Nữ,Nhân viên văn phòng,Độc thân
5429,5430,20,Nam,Công việc tự do,Độc thân
5430,5431,20,Nữ,Công chức,Đã kết hôn
5431,5432,23,Nữ,Thất nghiệp,Độc thân
5432,5433,25,Nam,Công việc tự do,Độc thân
5433,5434,28,Nữ,Công chức,Đã kết hôn
5434,5435,24,Nữ,Công chức,Độc thân
5435,5436,21,Nữ,Công việc tự do,Độc thân
5436,5437,28,Nam,Công việc tự do,Đã kết hôn
5437,5438,29,Nam,Nhân viên văn phòng,Đã kết hôn
5438,5439,21,Nam,Sinh viên,Độc thân
5439,5440,28,Nữ,Công việc tự do,Độc thân
5440,5441,27,Nam,Kinh doanh,Khác
5441,5442,28,Nam,Sinh viên,Độc thân
5442,5443,28,Nam,Kinh doanh,Độc thân
5443,5444,28,Nữ,Nhân viên văn phòng,Độc thân
5444,5445,19,Nữ,Công việc tự do,Độc thân
5445,5446,18,Nam,Sinh viên,Đã kết hôn
5446,5447,26,Nam,Thất nghiệp,Độc thân
5447,5448,29,Nam,Công việc tự do,Đã kết hôn
5448,5449,29,Nữ,Công chức,Đã kết hôn
5449,5450,19,Nam,Công việc tự do,Đã kết hôn
5450,5451,30,Nữ,Thất nghiệp,Đã kết hôn
5451,5452,25,Nữ,Sinh viên,Đã kết hôn
5452,5453,26,Nữ,Công việc tự do,Độc thân
5453,5454,21,Nam,Công việc tự do,Độc thân
5454,5455,25,Nam,Công nhân,Đã kết hôn
5455,5456,26,Nữ,Công nhân,Độc thân
5456,5457,27,Nữ,Sinh viên,Độc thân
5457,5458,27,Nữ,Sinh viên,Độc thân
5458,5459,22,Nữ,Công chức,Độc thân
5459,5460,30,Nam,Công chức,Đã kết hôn
5460,5461,24,Nam,Công việc tự do,Đã kết hôn
5461,5462,27,Nữ,Kinh doanh,Độc thân
5462,5463,21,Nữ,Sinh viên,Đã kết hôn
5463,5464,18,Nữ,Thất nghiệp,Độc thân
5464,5465,20,Nam,Công việc tự do,Đã kết hôn
5465,5466,22,Nữ,Kinh doanh,Độc thân
5466,5467,20,Nam,Công nhân,Đã kết hôn
5467,5468,29,Nữ,Công chức,Độc thân
5468,5469,30,Nam,Thất nghiệp,Độc thân
5469,5470,28,Nam,Sinh viên,Đã kết hôn
5470,5471,24,Nữ,Công việc tự do,Độc thân
5471,5472,29,Nam,Công nhân,Khác
5472,5473,26,Nam,Nhân viên văn phòng,Độc thân
5473,5474,29,Nam,Công nhân,Độc thân
5474,5475,23,Nam,Công việc tự do,Độc thân
5475,5476,30,Nữ,Công chức,Độc thân
5476,5477,27,Nữ,Kinh doanh,Độc thân
5477,5478,18,Nữ,Thất nghiệp,Khác
5478,5479,24,Nữ,Thất nghiệp,Độc thân
5479,5480,20,Nữ,Nhân viên văn phòng,Đã kết hôn
5480,5481,22,Nam,Thất nghiệp,Độc thân
5481,5482,27,Nam,Nhân viên văn phòng,Độc thân
5482,5483,21,Nam,Công chức,Độc thân
5483,5484,27,Nam,Nhân viên văn phòng,Độc thân
5484,5485,22,Nữ,Sinh viên,Khác
